PERSON_ID,FIRST_NAME,LAST_NAME,COUNTRY,POSITION,TEAM_NAME,HEIGHT_CM,WEIGHT_KG,PLAYER_ID,LEAGUE_ID,TEAM_ID,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1630173,Precious,Achiuwa,Nigeria,Forward,Knicks,203,110.222856,1630173,0.0,1380525219.2857144,23.285714285714285,56.285714285714285,12.857142857142858,1145.857142857143,174.14285714285714,357.14285714285717,0.4935714285714286,21.0,70.71428571428571,0.24442857142857144,57.142857142857146,94.0,0.6042857142857142,114.57142857142857,214.0,328.57142857142856,58.57142857142857,32.42857142857143,39.57142857142857,56.714285714285715,101.57142857142857,426.42857142857144
